name	spike_lineage	genome_lineage	Ns	status_lineage	spike_lineage_group
MILK-3081D9E|EPI_ISL_8449791|United Kingdom|BA.1.17.2|2021-12-29	BA.1	BA.1.17.2	0.0232964668706	Incorrect	BA.1
MILK-3082058|EPI_ISL_8449780|United Kingdom|BA.1.1|2021-12-30	BA.1.1	BA.1.1	0.00897750580007	Correct	BA.1
MILK-30955F9|EPI_ISL_8496406|United Kingdom|BA.1.15|2022-01-01	BA.1.15	BA.1.15	0.00914377920463	Correct	BA.1
MILK-3099FAC|EPI_ISL_8497823|United Kingdom|BA.1|2021-12-31	BA.1	BA.1	0.0063535818738	Correct	BA.1
MILK-30A3D4B|EPI_ISL_8497672|United Kingdom|BA.1.17.2|2022-01-01	BA.1.17.2	BA.1.17.2	0.00978282794325	Correct	BA.1
MILK-30BC6DB|EPI_ISL_8575951|United Kingdom|BA.1|2022-01-02	BA.1	BA.1	0.0063535818738	Correct	BA.1
MILK-30BF517|EPI_ISL_8489291|United Kingdom|BA.1.1|2021-12-31	BA.1.1	BA.1.1	0.0133795004538	Correct	BA.1
MILK-30C6DCA|EPI_ISL_8523303|United Kingdom|BA.1.15.1|2022-01-02	BA.1.15.1	BA.1.15.1	0.0172129769709	Correct	BA.1
MILK-30CF927|EPI_ISL_8520724|United Kingdom|BA.1|2021-12-31	BA.1.14	BA.1	0.0191615961273	Incorrect	BA.1
MILK-30E75DA|EPI_ISL_8665114|United Kingdom|BA.1|2022-01-03	BA.1	BA.1	0.00914377920463	Correct	BA.1
MILK-30EC186|EPI_ISL_8619943|United Kingdom|BA.1.1|2022-01-03	BA.1.1	BA.1.1	0.0228594480116	Correct	BA.1
MILK-30EE56A|EPI_ISL_8535355|United Kingdom|BA.1.17.2|2022-01-03	BA.1.17.2	BA.1.17.2	0.0137829024776	Correct	BA.1
MILK-3106A4E|EPI_ISL_8569659|United Kingdom|BA.1.17.2|2022-01-03	BA.1.17.2	BA.1.17.2	0.0737914341424	Correct	BA.1
MILK-3106CDF|EPI_ISL_8612357|United Kingdom|BA.1.17.2|2022-01-03	BA.1.17.2	BA.1.17.2	0.064073688103	Correct	BA.1
MILK-310EDB6|EPI_ISL_8532795|United Kingdom|BA.1.1.15|2022-01-03	BA.1.1	BA.1.1.15	0.0110599388174	Incorrect	BA.1
MILK-310F2D4|EPI_ISL_8575314|United Kingdom|BA.1|2022-01-04	BA.1	BA.1	0.020741587387	Correct	BA.1
MILK-312FC67|EPI_ISL_8619040|United Kingdom|BA.1|2022-01-04	BA.1	BA.1	0.0063535818738	Correct	BA.1
MILK-314FD9B|EPI_ISL_8655465|United Kingdom|BA.1.17.2|2022-01-06	BA.1.17.2	BA.1.17.2	0.0063535818738	Correct	BA.1
MILK-315A261|EPI_ISL_8700213|United Kingdom|BA.1.1.15|2022-01-05	BA.1.1	BA.1.1.15	0.0154306461373	Incorrect	BA.1
MILK-319DC19|EPI_ISL_8741824|United Kingdom|BA.1.17.2|2022-01-08	BA.1.17.2	BA.1.17.2	0.0063535818738	Correct	BA.1
MILK-31ABF1F|EPI_ISL_8733812|United Kingdom|BA.1.16|2022-01-05	BA.1	BA.1.16	0.00773187212156	Incorrect	BA.1
MILK-31AF2A9|EPI_ISL_8861779|United Kingdom|BA.1|2022-01-06	BA.1	BA.1	0.0356338454298	Correct	BA.1
MILK-31C3F20|EPI_ISL_8757906|United Kingdom|BA.1.17.2|2022-01-09	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
MILK-31C4077|EPI_ISL_8757857|United Kingdom|BA.1.1|2022-01-09	BA.1.1	BA.1.1	0.00806831170578	Correct	BA.1
MILK-31CD9CE|EPI_ISL_8776988|United Kingdom|BA.1|2022-01-09	BA.1	BA.1	NA	Correct	BA.1
MILK-31E2750|EPI_ISL_8779285|United Kingdom|BA.1.17|2022-01-10	BA.1	BA.1.17	NA	Incorrect	BA.1
MILK-31E957D|EPI_ISL_8775808|United Kingdom|BA.1.18|2022-01-10	BA.1.18	BA.1.18	NA	Correct	BA.1
MILK-31F61D3|EPI_ISL_8772541|United Kingdom|BA.1.17.2|2022-01-10	BA.1.17.2	BA.1.17.2	0.00806804047467	Correct	BA.1
MILK-320F8D1|EPI_ISL_8817925|United Kingdom|BA.1.1.13|2022-01-11	BA.1.1.13	BA.1.1.13	NA	Correct	BA.1
MILK-32309A7|EPI_ISL_8818628|United Kingdom|BA.1|2022-01-13	BA.1	BA.1	0.0172454365146	Correct	BA.1
MILK-3267A2C|EPI_ISL_8944444|United Kingdom|BA.1.1.14|2022-01-13	BA.1.1	BA.1.1.14	0.0236648219197	Incorrect	BA.1
MILK-326943B|EPI_ISL_8973843|United Kingdom|BA.1.15|2022-01-13	BA.1.15	BA.1.15	0.00285771920387	Correct	BA.1
MILK-326BE4A|EPI_ISL_8847541|United Kingdom|BA.1|2022-01-13	BA.1	BA.1	0.00810165730998	Correct	BA.1
MILK-3273401|EPI_ISL_8940237|United Kingdom|BA.1|2022-01-13	BA.1	BA.1	NA	Correct	BA.1
MILK-327F881|EPI_ISL_8933296|United Kingdom|BA.1|2022-01-14	BA.1	BA.1	NA	Correct	BA.1
MILK-32A4AD8|EPI_ISL_8962204|United Kingdom|BA.1.17.2|2022-01-15	BA.1.17.2	BA.1.17.2	0.0172123983057	Correct	BA.1
MILK-32CE2D0|EPI_ISL_9001952|United Kingdom|BA.1.17.2|2022-01-16	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
MILK-32F24DD|EPI_ISL_9025283|United Kingdom|BA.1.17.2|2022-01-17	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
MILK-32F8EAC|EPI_ISL_9020801|United Kingdom|BA.1.1|2022-01-15	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-32F961C|EPI_ISL_9020035|United Kingdom|BA.1.1|2022-01-17	BA.1.1	BA.1.1	0.00289104783676	Correct	BA.1
MILK-32F9FB7|EPI_ISL_9022063|United Kingdom|BA.1|2022-01-17	BA.1	BA.1	0.0517880431052	Correct	BA.1
MILK-33180BE|EPI_ISL_9124216|United Kingdom|BA.1.17.2|2022-01-18	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
MILK-331AFEC|EPI_ISL_9126906|United Kingdom|BA.1.18|2022-01-18	BA.1.18	BA.1.18	0.0262883652133	Correct	BA.1
MILK-332260A|EPI_ISL_9064452|United Kingdom|BA.2|2022-01-18	BA.2	BA.2	NA	Correct	BA.2
MILK-3324398|EPI_ISL_9069951|United Kingdom|BA.1.1|2022-01-17	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-332FB4A|EPI_ISL_9128940|United Kingdom|BA.1|2022-01-18	BA.1	BA.1	0.0241729424422	Correct	BA.1
MILK-3355729|EPI_ISL_9178055|United Kingdom|BA.1.1.13|2022-01-19	BA.1.1.13	BA.1.1.13	0.0247756076243	Correct	BA.1
MILK-3357912|EPI_ISL_9175511|United Kingdom|BA.1|2022-01-17	BA.1	BA.1	0.0121024675587	Correct	BA.1
MILK-335A742|EPI_ISL_9176465|United Kingdom|BA.1.15|2022-01-21	BA.1.15	BA.1.15	NA	Correct	BA.1
MILK-3374BA0|EPI_ISL_9251434|United Kingdom|BA.1|2022-01-17	BA.1	BA.1	0.00295828150738	Correct	BA.1
MILK-337981D|EPI_ISL_9250715|United Kingdom|BA.1.1.15|2022-01-20	BA.1.1	BA.1.1.15	0.0162705482906	Incorrect	BA.1
MILK-3388D85|EPI_ISL_9256720|United Kingdom|BA.1.15.1|2022-01-21	BA.1.15.1	BA.1.15.1	NA	Correct	BA.1
MILK-3389847|EPI_ISL_9256479|United Kingdom|BA.1|2022-01-21	BA.1	BA.1	NA	Correct	BA.1
MILK-3390E5A|EPI_ISL_9251287|United Kingdom|BA.1.1.15|2022-01-21	BA.1.1	BA.1.1.15	NA	Incorrect	BA.1
MILK-339D28E|EPI_ISL_9280841|United Kingdom|BA.1|2022-01-21	BA.1	BA.1	0.00776548895687	Correct	BA.1
MILK-33ADF66|EPI_ISL_9276633|United Kingdom|BA.1.1.12|2022-01-22	BA.1.1	BA.1.1.12	NA	Incorrect	BA.1
MILK-33B02FE|EPI_ISL_9284976|United Kingdom|BA.1.17|2022-01-21	BA.1	BA.1.17	NA	Incorrect	BA.1
MILK-33B0D0C|EPI_ISL_9284994|United Kingdom|BA.1|2022-01-23	BA.1	BA.1	NA	Correct	BA.1
MILK-33B20A7|EPI_ISL_9285168|United Kingdom|BA.1|2022-01-22	BA.1	BA.1	NA	Correct	BA.1
MILK-33EF1AE|EPI_ISL_9315100|United Kingdom|BA.1.1|2022-01-22	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-33FCD9B|EPI_ISL_9313283|United Kingdom|BA.1.1|2022-01-24	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-33FF703|EPI_ISL_9317034|United Kingdom|BA.1|2022-01-24	BA.1.1	BA.1	0.00289163108167	Incorrect	BA.1
MILK-3409AC0|EPI_ISL_9314222|United Kingdom|BA.1.15.1|2022-01-23	BA.1.15.1	BA.1.15.1	0.024004345907	Correct	BA.1
MILK-344ACFA|EPI_ISL_9374441|United Kingdom|BA.2|2022-01-26	BA.2	BA.2	NA	Correct	BA.2
MILK-3461B1E|EPI_ISL_9358330|United Kingdom|BA.1|2022-01-27	BA.1	BA.1	0.00806804047467	Correct	BA.1
MILK-3479366|EPI_ISL_9440088|United Kingdom|BA.1.18|2022-01-28	BA.1.18	BA.1.18	0.00410125390796	Correct	BA.1
MILK-3498ECA|EPI_ISL_9561752|United Kingdom|BA.1|2022-01-29	BA.1	BA.1	0.0557837911248	Correct	BA.1
MILK-3498F5E|EPI_ISL_9561846|United Kingdom|BA.1.1|2022-01-29	BA.1.1	BA.1.1	0.0188932965777	Correct	BA.1
MILK-349FCBA|EPI_ISL_9562114|United Kingdom|BA.1.1.1|2022-01-29	BA.1.1	BA.1.1.1	NA	Incorrect	BA.1
MILK-34B149C|EPI_ISL_9582157|United Kingdom|BA.1.15|2022-01-30	BA.1.15	BA.1.15	0.0168089827204	Correct	BA.1
MILK-35450E3|EPI_ISL_9683048|United Kingdom|BA.1.16|2022-02-03	BA.1.16	BA.1.16	0.000168084176556	Correct	BA.1
MILK-35521E0|EPI_ISL_9723567|United Kingdom|BA.1.17.2|2022-02-03	BA.1.17.2	BA.1.17.2	0.0103876021111	Correct	BA.1
MILK-3559E97|EPI_ISL_9782548|United Kingdom|BA.1.1|2022-02-03	BA.1.1	BA.1.1	0.000437018859045	Correct	BA.1
MILK-355BA55|EPI_ISL_9786173|United Kingdom|BA.2.10|2022-02-02	BA.2	BA.2.10	NA	Incorrect	BA.2
MILK-357336B|EPI_ISL_9780787|United Kingdom|BA.1.1|2022-02-04	BA.1.1	BA.1.1	0.00838880586877	Correct	BA.1
MILK-357C5C6|EPI_ISL_9780323|United Kingdom|BA.1.1.13|2022-02-04	BA.1.1.13	BA.1.1.13	NA	Correct	BA.1
MILK-357F55A|EPI_ISL_9776894|United Kingdom|BA.1.1|2022-02-04	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-358F33F|EPI_ISL_9827166|United Kingdom|BA.1.1|2022-02-05	BA.1.1	BA.1.1	0.0443069889401	Correct	BA.1
MILK-358F812|EPI_ISL_9824229|United Kingdom|BA.1.1|2022-02-05	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-359364E|EPI_ISL_9828488|United Kingdom|BA.1.1|2022-02-05	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-3593ECE|EPI_ISL_9828075|United Kingdom|BA.1.14|2022-02-05	BA.1	BA.1.14	NA	Incorrect	BA.1
MILK-359507B|EPI_ISL_9828206|United Kingdom|BA.1.1|2022-02-06	BA.1.1	BA.1.1	0.0244805106614	Correct	BA.1
MILK-3597C75|EPI_ISL_9826758|United Kingdom|BA.1.1|2022-02-06	BA.1.1	BA.1.1	0.0245066729418	Correct	BA.1
MILK-3597CEE|EPI_ISL_9826528|United Kingdom|BA.2.1|2022-02-06	BA.2	BA.2.1	NA	Incorrect	BA.2
MILK-359BF3C|EPI_ISL_9825887|United Kingdom|BA.2.10|2022-02-04	BA.2	BA.2.10	NA	Incorrect	BA.2
MILK-35A6235|EPI_ISL_9828764|United Kingdom|BA.1.1|2022-02-05	BA.1.1	BA.1.1	0.0028911450279	Correct	BA.1
MILK-35B1C57|EPI_ISL_9840523|United Kingdom|BA.1.17.2|2022-02-05	BA.1.17.2	BA.1.17.2	0.0421009744338	Correct	BA.1
MILK-35B579E|EPI_ISL_9841562|United Kingdom|BA.1.1|2022-02-07	BA.1.1	BA.1.1	0.00941429628135	Correct	BA.1
MILK-35BAFDD|EPI_ISL_9841398|United Kingdom|BA.1.1|2022-02-06	BA.1.1	BA.1.1	0.0239372538368	Correct	BA.1
MILK-35BE15B|EPI_ISL_9840174|United Kingdom|BA.1|2022-02-06	BA.1	BA.1	NA	Correct	BA.1
MILK-35BF318|EPI_ISL_9839878|United Kingdom|BA.1.1|2022-02-06	BA.1.1	BA.1.1	0.029436729705	Correct	BA.1
MILK-35BF600|EPI_ISL_9838574|United Kingdom|BA.2|2022-02-07	BA.2	BA.2	0.0118829981718	Correct	BA.2
MILK-35BFEEA|EPI_ISL_9842142|United Kingdom|BA.2|2022-02-04	BA.2	BA.2	NA	Correct	BA.2
MILK-35D8BA8|EPI_ISL_9868333|United Kingdom|BA.1|2022-02-06	BA.1	BA.1	0.00289104783676	Correct	BA.1
MILK-35E55D7|EPI_ISL_9871984|United Kingdom|BA.1|2022-02-08	BA.1	BA.1	0.0137856830638	Correct	BA.1
MILK-35F17E1|EPI_ISL_9867182|United Kingdom|BA.1.1|2022-02-06	BA.1.1	BA.1.1	0.0478728822191	Correct	BA.1
MILK-364B4FF|EPI_ISL_9999622|United Kingdom|BA.1.1|2022-02-10	BA.1.1	BA.1.1	0.0372797338132	Correct	BA.1
MILK-36539B9|EPI_ISL_9999185|United Kingdom|BA.1.1.13|2022-02-10	BA.1.1.13	BA.1.1.13	0.00289104783676	Correct	BA.1
MILK-3655753|EPI_ISL_9997821|United Kingdom|BA.2.12|2022-02-10	BA.2	BA.2.12	NA	Incorrect	BA.2
MILK-3656FB4|EPI_ISL_9995095|United Kingdom|BA.2|2022-02-09	BA.2	BA.2	0.0330275229358	Correct	BA.2
MILK-365A5CD|EPI_ISL_9990364|United Kingdom|BA.2.10|2022-02-11	BA.2	BA.2.10	0.0840667368922	Incorrect	BA.2
MILK-365D919|EPI_ISL_9997929|United Kingdom|BA.2|2022-02-10	BA.2	BA.2	NA	Correct	BA.2
MILK-3662832|EPI_ISL_9994408|United Kingdom|BA.1|2022-02-10	BA.1	BA.1	0.00806831170578	Correct	BA.1
MILK-366DB2F|EPI_ISL_9990032|United Kingdom|BA.1|2022-02-10	BA.1	BA.1	0.0258513463543	Correct	BA.1
MILK-367824A|EPI_ISL_9991837|United Kingdom|BA.2|2022-02-11	BA.2	BA.2	NA	Correct	BA.2
MILK-3696C57|EPI_ISL_10049971|United Kingdom|BA.1|2022-02-12	BA.1	BA.1	NA	Correct	BA.1
MILK-369C653|EPI_ISL_10052424|United Kingdom|BA.1|2022-02-12	BA.1	BA.1	NA	Correct	BA.1
MILK-369CE6A|EPI_ISL_10053384|United Kingdom|BA.1.15.1|2022-02-12	BA.1.15.1	BA.1.15.1	NA	Correct	BA.1
MILK-36A19DA|EPI_ISL_10106960|United Kingdom|BA.1.1|2022-02-12	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-36BDA50|EPI_ISL_10427416|United Kingdom|BA.1.1|2022-02-13	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-36C483E|EPI_ISL_10429043|United Kingdom|BA.1.1|2022-02-13	BA.1.1	BA.1.1	0.0286897769327	Correct	BA.1
MILK-36C817B|EPI_ISL_10428452|United Kingdom|BA.1|2022-02-13	BA.1	BA.1	0.0401018675722	Correct	BA.1
MILK-36DEFC3|EPI_ISL_10423231|United Kingdom|BA.1.15.1|2022-02-14	BA.1.15.1	BA.1.15.1	0.00759740478031	Correct	BA.1
MILK-36FE604|EPI_ISL_10246220|United Kingdom|BA.1|2022-02-14	BA.1	BA.1	NA	Correct	BA.1
MILK-37096C9|EPI_ISL_10192381|United Kingdom|BA.1|2022-02-15	BA.1	BA.1	NA	Correct	BA.1
MILK-370D470|EPI_ISL_10473837|United Kingdom|BA.2|2022-02-16	BA.2	BA.2	NA	Correct	BA.2
MILK-3728CFF|EPI_ISL_10245425|United Kingdom|BA.2|2022-02-16	BA.2.68	BA.2	0.0163504238999	Incorrect	BA.2
MILK-372C174|EPI_ISL_10244616|United Kingdom|BA.2|2022-02-16	BA.2	BA.2	NA	Correct	BA.2
MILK-3733A60|EPI_ISL_10243438|United Kingdom|BA.1.1.15|2022-02-16	BA.1.1	BA.1.1.15	0.0328659219774	Incorrect	BA.1
MILK-373648D|EPI_ISL_10543156|United Kingdom|BA.1|2022-02-16	BA.1	BA.1	NA	Correct	BA.1
MILK-375FE44|EPI_ISL_10287489|United Kingdom|BA.1.1|2022-02-17	BA.1.1	BA.1.1	0.0466505958646	Correct	BA.1
MILK-3772582|EPI_ISL_10284931|United Kingdom|BA.2|2022-02-19	BA.2	BA.2	NA	Correct	BA.2
MILK-377CE05|EPI_ISL_10542246|United Kingdom|BA.2|2022-02-14	BA.2.68	BA.2	NA	Incorrect	BA.2
MILK-37940D4|EPI_ISL_10335838|United Kingdom|BA.2|2022-02-19	BA.2	BA.2	NA	Correct	BA.2
MILK-37952EC|EPI_ISL_10535970|United Kingdom|BA.2|2022-02-20	BA.2	BA.2	NA	Correct	BA.2
MILK-37956A4|EPI_ISL_10536129|United Kingdom|BA.1.1.13|2022-02-05	BA.1.1.13	BA.1.1.13	0.0247756076243	Correct	BA.1
MILK-37998AA|EPI_ISL_10421569|United Kingdom|BA.2|2022-02-19	BA.2	BA.2	NA	Correct	BA.2
MILK-379B398|EPI_ISL_10536737|United Kingdom|BA.1|2022-02-20	BA.1	BA.1	0.00541249243596	Correct	BA.1
MILK-37A9B9F|EPI_ISL_10537927|United Kingdom|BA.2|2022-02-19	BA.2.68	BA.2	0.0152565409446	Incorrect	BA.2
MILK-37B82F2|EPI_ISL_10415265|United Kingdom|BA.1.17.2|2022-02-20	BA.1.17.2	BA.1.17.2	0.0009076545534	Correct	BA.1
MILK-37B8AEB|EPI_ISL_10415508|United Kingdom|BA.2|2022-02-20	BA.2	BA.2	NA	Correct	BA.2
MILK-37CBEDA|EPI_ISL_10417278|United Kingdom|BA.2|2022-02-20	BA.2	BA.2	NA	Correct	BA.2
MILK-37DE1BD|EPI_ISL_10413071|United Kingdom|BA.1.1.12|2022-02-19	BA.1.1.12	BA.1.1.12	NA	Correct	BA.1
MILK-37DF741|EPI_ISL_10414246|United Kingdom|BA.1.17|2022-02-21	BA.1	BA.1.17	NA	Incorrect	BA.1
MILK-37F4CDE|EPI_ISL_10464416|United Kingdom|BA.2|2022-02-21	BA.2	BA.2	0.025609961299	Correct	BA.2
MILK-37F5648|EPI_ISL_10461404|United Kingdom|BA.2.3|2022-02-21	BA.2.3	BA.2.3	0.0134912357434	Correct	BA.2
MILK-37FDEC0|EPI_ISL_10463075|United Kingdom|BA.2|2022-02-21	BA.2	BA.2	NA	Correct	BA.2
MILK-380288D|EPI_ISL_10454375|United Kingdom|BA.2|2022-02-20	BA.2	BA.2	NA	Correct	BA.2
MILK-3812E5B|EPI_ISL_10515820|United Kingdom|BA.2|2022-02-22	BA.2	BA.2	0.00807428340735	Correct	BA.2
MILK-3835E34|EPI_ISL_10522221|United Kingdom|BA.1.1.15|2022-02-23	BA.1.1	BA.1.1.15	NA	Incorrect	BA.1
MILK-3845B3A|EPI_ISL_10521324|United Kingdom|BA.2|2022-02-23	BA.2	BA.2	0.00413807024627	Correct	BA.2
MILK-3845EB9|EPI_ISL_10521474|United Kingdom|BA.1.15|2022-02-23	BA.1.15	BA.1.15	NA	Correct	BA.1
MILK-3866E76|EPI_ISL_10644144|United Kingdom|BA.2|2022-02-24	BA.2	BA.2	0.0628610261638	Correct	BA.2
MILK-3869ECE|EPI_ISL_10687144|United Kingdom|BA.1.17|2022-02-25	BA.1	BA.1.17	NA	Incorrect	BA.1
MILK-386A249|EPI_ISL_10686732|United Kingdom|BA.2|2022-02-25	BA.2	BA.2	NA	Correct	BA.2
MILK-388B9B6|EPI_ISL_10727675|United Kingdom|BA.2|2022-02-27	BA.2	BA.2	0.0420744970092	Correct	BA.2
MILK-388CFB3|EPI_ISL_10734074|United Kingdom|BA.2|2022-02-26	BA.2.68	BA.2	NA	Incorrect	BA.2
MILK-38B444A|EPI_ISL_10736360|United Kingdom|BA.2|2022-02-28	BA.2	BA.2	NA	Correct	BA.2
MILK-38D0378|EPI_ISL_10795293|United Kingdom|BA.2.9|2022-03-01	BA.2.9	BA.2.9	NA	Correct	BA.2
MILK-38F7A3A|EPI_ISL_10844838|United Kingdom|BA.1.17.2|2022-03-02	BA.1.17.2	BA.1.17.2	0.0134111975011	Correct	BA.1
MILK-3905A56|EPI_ISL_10883010|United Kingdom|BA.2|2022-03-04	BA.2	BA.2	NA	Correct	BA.2
MILK-392C549|EPI_ISL_10934734|United Kingdom|BA.2|2022-03-04	BA.2.65	BA.2	NA	Incorrect	BA.2
MILK-393D7A9|EPI_ISL_10925013|United Kingdom|BA.2|2022-03-06	BA.2	BA.2	NA	Correct	BA.2
MILK-3946752|EPI_ISL_10964334|United Kingdom|BA.1.1.13|2022-03-05	BA.1.1.13	BA.1.1.13	NA	Correct	BA.1
MILK-3961A58|EPI_ISL_10960391|United Kingdom|BA.2|2022-03-05	BA.2	BA.2	0.0145000672857	Correct	BA.2
MILK-3962F94|EPI_ISL_10960353|United Kingdom|BA.2|2022-03-06	BA.2	BA.2	NA	Correct	BA.2
MILK-39699CC|EPI_ISL_10976774|United Kingdom|BA.2|2022-03-07	BA.2	BA.2	NA	Correct	BA.2
MILK-39C6F52|EPI_ISL_11031356|United Kingdom|BA.2|2022-03-08	BA.2	BA.2	NA	Correct	BA.2
MILK-3A02399|EPI_ISL_11078398|United Kingdom|BA.2|2022-03-09	BA.2	BA.2	NA	Correct	BA.2
MILK-3A03556|EPI_ISL_11078396|United Kingdom|BA.1.1|2022-03-10	BA.1.1	BA.1.1	NA	Correct	BA.1
MILK-3A03EF1|EPI_ISL_11076541|United Kingdom|BA.2|2022-03-10	BA.2	BA.2	0.0101936799185	Correct	BA.2
MILK-3A07DA5|EPI_ISL_11076227|United Kingdom|BA.2|2022-03-09	BA.2	BA.2	NA	Correct	BA.2
MILK-3A0815D|EPI_ISL_11124644|United Kingdom|BA.2|2022-03-09	BA.2	BA.2	0.00891535459561	Correct	BA.2
MILK-3A0BAAA|EPI_ISL_11130899|United Kingdom|BA.2|2022-03-08	BA.2.68	BA.2	0.0160476382721	Incorrect	BA.2
MILK-3A0F6EE|EPI_ISL_11126536|United Kingdom|BA.2|2022-03-09	BA.2	BA.2	0.00800699771229	Correct	BA.2
MILK-3A11F39|EPI_ISL_11129630|United Kingdom|BA.2.3|2022-03-10	BA.2.3	BA.2.3	NA	Correct	BA.2
MILK-3A4DCC4|EPI_ISL_11150585|United Kingdom|BA.2|2022-03-11	BA.2.23	BA.2	NA	Incorrect	BA.2
MILK-3A4F943|EPI_ISL_11150690|United Kingdom|BA.2|2022-03-11	BA.2.68	BA.2	NA	Incorrect	BA.2
MILK-3A5F315|EPI_ISL_11187842|United Kingdom|BA.2|2022-03-13	BA.2	BA.2	0.00696547546941	Correct	BA.2
MILK-3A87684|EPI_ISL_11197349|United Kingdom|BA.2.37|2022-03-13	BA.2.68	BA.2.37	0.00299421343022	Incorrect	BA.2
MILK-3A8D33C|EPI_ISL_11198007|United Kingdom|BA.2|2022-03-13	BA.2	BA.2	NA	Correct	BA.2
MILK-3A928DB|EPI_ISL_11199082|United Kingdom|XE|2022-03-13	BA.2	XE	NA	Incorrect	BA.2
MILK-3A971DB|EPI_ISL_11195587|United Kingdom|BA.2|2022-03-13	BA.2	BA.2	0.0607853136155	Correct	BA.2
MILK-3AE4BC2|EPI_ISL_11271065|United Kingdom|BA.2|2022-03-15	BA.2	BA.2	NA	Correct	BA.2
MILK-3B38C07|EPI_ISL_11336683|United Kingdom|BA.2|2022-03-18	BA.2	BA.2	0.00154746686402	Correct	BA.2
MILK-3B41F02|EPI_ISL_11393721|United Kingdom|BA.2.9|2022-03-16	BA.2.9	BA.2.9	3.36428475306e-05	Correct	BA.2
MILK-3B42E22|EPI_ISL_11393786|United Kingdom|BA.2|2022-03-18	BA.2.68	BA.2	NA	Incorrect	BA.2
MILK-3B468A8|EPI_ISL_11395176|United Kingdom|BA.2|2022-03-18	BA.2	BA.2	NA	Correct	BA.2
MILK-3B5441C|EPI_ISL_11396911|United Kingdom|BA.2.16|2022-03-18	BA.2.16	BA.2.16	NA	Correct	BA.2
MILK-3B6088A|EPI_ISL_11391490|United Kingdom|BA.2.3|2022-03-19	BA.2.3	BA.2.3	NA	Correct	BA.2
MILK-3B69924|EPI_ISL_11392133|United Kingdom|BA.2|2022-03-19	BA.2.68	BA.2	NA	Incorrect	BA.2
ML-1692|EPI_ISL_9191112|Chile|BA.1|2022-01-03	BA.1	BA.1	NA	Correct	BA.1
MN-CDC-2-6167026|EPI_ISL_13859738|USA|BA.4.1|2022-06-19	BA.4.1	BA.4.1	NA	Correct	BA.4
MN-CDC-ASC210687519|EPI_ISL_9934785|USA|BA.1.1|2022-01-30	BA.1.1	BA.1.1	0.00221573169503	Correct	BA.1
MN-CDC-IBX142171603784|EPI_ISL_10279318|USA|BA.1.15|2022-02-10	BA.1.15	BA.1.15	0.0345730397422	Correct	BA.1
MN-CDC-IBX153399164548|EPI_ISL_9925888|USA|BA.1.1|2022-01-17	BA.1.1	BA.1.1	0.0579812443279	Correct	BA.1
MN-CDC-IBX163128251312|EPI_ISL_9336590|USA|BA.1.1|2022-01-12	BA.1.1	BA.1.1	0.0117864338482	Correct	BA.1
MN-CDC-IBX180255284099|EPI_ISL_8979106|USA|BA.1.20|2021-12-29	BA.1.20	BA.1.20	0.0186297875197	Correct	BA.1
MN-CDC-IBX274185487011|EPI_ISL_9622795|USA|BA.1|2022-01-18	BA.1.20	BA.1	0.015652290743	Incorrect	BA.1
MN-CDC-IBX422360891228|EPI_ISL_9666507|USA|BA.1|2022-01-16	BA.1.20	BA.1	0.0139723910926	Incorrect	BA.1
MN-CDC-IBX537250476919|EPI_ISL_10075020|USA|BA.1.1|2022-02-06	BA.1.1	BA.1.1	0.0116489861689	Correct	BA.1
MN-CDC-IBX658483800708|EPI_ISL_10525136|USA|BA.1.20|2022-02-15	BA.1.20	BA.1.20	0.0117532489338	Correct	BA.1
MN-CDC-IBX748350051916|EPI_ISL_8946828|USA|BA.1.20|2021-12-28	BA.1.20	BA.1.20	0.0121869334587	Correct	BA.1
MN-CDC-IBX813750822848|EPI_ISL_9666525|USA|BA.1.1|2022-01-16	BA.1.1.16	BA.1.1	0.0120538562267	Incorrect	BA.1
MN-CDC-LC0513029|EPI_ISL_9910072|USA|BA.1.20|2022-01-19	BA.1	BA.1.20	NA	Incorrect	BA.1
MN-CDC-QDX32371085|EPI_ISL_8872853|USA|BA.1.1|2021-12-22	BA.1.1	BA.1.1	NA	Correct	BA.1
MN-CDC-QDX32751286|EPI_ISL_9149685|USA|BA.1.1|2022-01-08	BA.1.1	BA.1.1	NA	Correct	BA.1
MN-CDC-QDX33539930|EPI_ISL_10234534|USA|BA.1.20|2022-01-29	BA.1	BA.1.20	NA	Incorrect	BA.1
MN-CDC-QDX33874022|EPI_ISL_10430564|USA|BA.1.1|2022-02-09	BA.1.1	BA.1.1	NA	Correct	BA.1
